ID_FINANCE,Deposit_Date,Special_Pay,Tuition,FRP_Active,FRP_Cancelled,FRP_Take_up_percent_,EZ_Pay_Take_Up_Rate,School_Sponsor,SPR_Group_Revenue,FPP_to_PAX,Num_of_Non_FPP_PAX,ID_TRIP,ID_SALES,Program_Code,From_Grade,To_Grade,Group_State,Days,Travel_Type,Departure_Date,Return_Date,Early_RPL,Latest_RPL,Cancelled_Pax,Total_Discount_Pax,Initial_System_Date,SPR_Product_Type,FPP,Total_Pax,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,MajorProgramCode,FPP_to_School_enrollment,Retained,ID_CRM,Poverty_Code,Region,School_Type,Parent_Meeting_Flag,MDR_Low_Grade,MDR_High_Grade,Total_School_Enrollment,Income_Level,SPR_New_Existing,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,SchoolSizeIndicator,Departure_From_The_Payment
NA2795,2018-11-01,NA,1766,2,2,"0,296210954543693","0,138052228031341",0,1822,"0,898831266954234",1,2795,HD2795A,HD,9,10,CO,11,A,2019-06-02,06/13/2019,,09/23/2018,2,1,08/24/2018,East Coast,6,8,January,1,5,H,"0,013703815094222",0,B2795K,B,Other,PUBLIC,1,1,12,550,K,1,1,10/05/2018,2018-10-14,231,5,1,Middle->Middle,S-M,213 days
NA2796,2018-10-19,NA,1017,48,4,"0,65764553429972","0,327976107963226",0,1026,"0,934394471418271",7,2796,HC2796T,HC,9,9,MI,12,T,2019-02-28,03/12/2019,02/17/2018,09/01/2018,7,7,03/07/2018,East Coast,87,80,January,4,4,H,"0,112506949206765",1,B2796J,B,Other,PUBLIC,1,6,8,749,J,1,1,09/14/2018,2018-09-13,168,4,4,Middle->Middle,M-L,132 days
NA2797,2019-01-20,NA,2503,4,0,"1,02505247367369",0,0,2194,"1,04069421330015",0,2797,HN2797A,HN,,,CA,14,A,2019-04-21,05/05/2019,,12/23/2018,1,0,12/29/2018,East Coast,5,4,January,0,0,H,,0,027970,0,Southern California,CHD,0,0,0,0,0,0,0,,,,0,0,Undefined->Undefined,,91 days
NA2798,2018-10-19,NA,1645,7,0,"0,538401925116805","0,369549371594324",0,1845,"0,953009731234185",1,2798,HD2798A,HD,5,10,TX,17,A,2019-06-09,06/26/2019,03/15/2018,08/20/2018,1,1,03/25/2018,East Coast,17,17,January,4,5,H,"0,104668951362235",0,C2798E,C,Dallas,PUBLIC,1,7,12,142,E,0,2,04/11/2018,2018-09-21,261,5,4,Middle->High,S,233 days
NA280,2018-10-09,NA,1791,55,10,"0,453339674289931","0,287901044164252",0,1676,"0,983360794923592",7,280,HC280A,HC,7,7,CA,17,A,2019-06-09,06/26/2019,03/28/2018,08/21/2018,17,8,02/25/2018,East Coast,120,120,January,4,4,H,"0,204778263724678",1,B280N,B,Northern California,PUBLIC,1,6,8,499,N,0,1,08/30/2018,2018-08-26,287,4,4,Middle->Middle,S-M,243 days
NA2802,2018-10-26,NA,991,44,3,"0,703962305378829","0,485925672258938",0,995,"0,92798555624898",6,2802,HD2802A,HD,10,10,IL,6,A,2019-05-19,05/25/2019,04/09/2018,04/24/2018,3,5,04/02/2018,East Coast,56,65,January,3,4,H,"0,177845186013273",1,A2802O,A,Other,PUBLIC,1,5,8,398,O,1,2,05/09/2018,2018-09-24,237,4,3,Middle->Middle,S-M,205 days
NA2803,2018-10-07,NA,1581,12,3,"0,953189614040799","0,244800907119019",0,1562,"0,837623537042361",2,2803,HD2803A,HD,9,10,TX,9,A,2019-06-09,06/18/2019,05/06/2018,05/06/2018,3,2,05/04/2018,East Coast,14,13,January,3,4,H,"0,028212735895924",0,C2803C,C,Dallas,PUBLIC,1,5,8,383,C,0,1,09/17/2018,2018-09-24,258,4,3,Middle->Middle,S-M,245 days
NA2804,2018-10-09,NA,2007,11,4,"0,911618267135341","0,449373761515243",0,1947,"0,92083795698847",1,2804,HD2804A,HD,6,7,CA,20,A,2019-03-28,04/17/2019,05/03/2018,08/03/2018,6,1,05/02/2018,East Coast,10,14,January,2,4,H,"0,017973163903017",0,B2804Q,B,Northern California,PUBLIC,1,2,6,646,Q,0,2,05/13/2018,2018-09-02,207,4,2,Elementary->Middle,M-L,170 days
NA2806,2018-09-29,NA,2157,10,1,"0,594663221411545","0,224512542459906",0,1944,"0,969559998128179",1,2806,HD2806A,HD,6,6,CA,15,A,2019-06-17,07/02/2019,01/15/2018,09/08/2018,4,1,01/22/2018,East Coast,16,18,January,4,4,H,"0,018249202451287",1,C2806G,C,Southern California,PUBLIC,1,6,8,930,G,1,2,04/29/2018,2018-09-08,282,4,4,Middle->Middle,L,261 days
NA2807,2018-10-20,NA,2032,3,7,"0,995637360629172",0,0,2248,"0,760495853885262",1,2807,HC2807A,HC,6,8,TX,12,A,2019-06-01,06/13/2019,04/01/2018,08/01/2018,8,1,04/12/2018,East Coast,4,4,January,4,4,H,"0,0063188320885",0,C2807Z,C,Dallas,PUBLIC,1,6,8,519,Z,1,2,09/22/2018,2018-10-10,234,4,4,Middle->Middle,S-M,224 days
NA281,2018-10-25,NA,1758,9,4,"0,924870519121525",0,0,1784,"0,871697159825394",1,281,HD281A,HD,6,7,TX,17,A,2019-04-17,05/04/2019,,09/01/2018,3,1,08/20/2018,East Coast,10,11,January,1,4,H,"0,067990118732473",0,0281Z,0,Houston,CHD,1,1,8,150,Z,1,1,10/04/2018,2018-10-11,188,4,1,Middle->Middle,S,174 days
NA2813,2018-10-27,NA,2656,11,0,"0,623974159924473","0,260655538147824",0,2263,"0,961747119340741",1,2813,HC2813A,HC,7,7,WA,26,A,2019-06-20,07/16/2019,03/08/2018,08/14/2018,0,1,02/27/2018,East Coast,22,21,January,4,4,H,"0,044869967354889",1,B2813I,B,Pacific Northwest,PUBLIC,1,6,8,444,I,1,1,09/16/2018,2018-09-18,275,4,4,Middle->Middle,S-M,236 days
NA2814,2018-10-10,NA,2033,2,3,"0,38976551183878",0,0,1901,"0,862968971075867",1,2814,HD2814A,HD,7,9,CA,22,A,2019-06-11,07/03/2019,,08/20/2018,4,1,09/08/2018,East Coast,4,6,January,2,4,H,"0,025225646304641",0,C2814G,C,Northern California,PUBLIC,1,2,8,203,G,0,1,09/09/2018,2018-08-29,286,4,2,Middle->Middle,S,244 days
NA2817,2018-12-05,NA,2269,4,0,"0,79087871249366","0,395906718849446",0,2086,"0,823090864190545",1,2817,HD2817A,HD,8,9,CA,17,A,2019-03-13,03/30/2019,,10/05/2018,2,1,10/15/2018,East Coast,5,6,January,3,3,H,"0,054149696137231",0,C2817L,C,Southern California,PUBLIC,1,2,4,87,L,1,1,10/27/2018,2018-10-25,139,3,3,Middle->Middle,S,98 days
NA2818,2018-10-15,NA,1317,11,0,"0,687284815403576","0,218477645090371",0,1206,"0,939536278654355",1,2818,HD2818A,HD,10,10,NE,10,A,2019-05-28,06/07/2019,02/14/2018,09/11/2018,0,1,01/24/2018,East Coast,15,16,January,4,4,H,"0,050988283544732",1,B2818H,B,Other,PUBLIC,1,6,8,327,H,1,2,05/02/2018,2018-09-22,248,4,4,Middle->Middle,S,225 days
NA2819,2018-09-15,NA,1686,23,13,"0,63141639952496","0,174299877816869",0,1961,"0,866073551040097",4,2819,HN2819A,HN,6,6,TX,15,A,2019-05-13,05/28/2019,04/10/2018,08/09/2018,21,3,04/13/2018,East Coast,35,41,January,4,4,H,"0,036077201218071",1,B2819O,B,Dallas,PUBLIC,1,6,8,1122,O,1,2,04/27/2018,2018-08-24,262,4,4,Middle->Middle,L,240 days
NA2826,2018-10-09,NA,2173,7,3,"0,476793488288327","0,223255893687249",0,2393,"0,947420684985728",1,2826,HC2826A,HC,6,6,WY,27,A,2019-06-02,06/29/2019,02/17/2018,08/12/2018,5,1,02/23/2018,East Coast,15,14,January,4,4,H,"0,044071717157887",0,B2826Z,B,Other,PUBLIC,1,6,8,311,Z,0,1,10/11/2018,2018-09-28,247,4,4,Middle->Middle,S,236 days
NA2828,2018-12-10,NA,1387,4,1,"0,645524089179155","0,519414858946498",0,1607,"0,881056292501421",1,2828,ST2828A,ST,5,8,IL,9,A,2019-06-16,06/25/2019,,10/16/2018,1,1,10/22/2018,Science,7,7,January,3,4,S,"0,014547661852632",1,A2828M,A,Other,PUBLIC,1,5,8,427,M,0,1,11/11/2018,2018-11-19,209,4,3,Elementary->Middle,S-M,188 days
NA2829,2018-10-18,NA,1534,7,6,"0,54667164217198","0,176989378406072",0,1585,"0,910878383719675",1,2829,HD2829A,HD,9,10,AZ,7,A,2019-03-07,03/14/2019,,08/21/2018,5,1,07/28/2018,East Coast,14,14,January,2,4,H,"0,015281004673417",1,C2829N,C,Other,PUBLIC,1,2,8,866,N,1,1,08/15/2018,2018-08-21,198,4,2,Middle->Middle,L,140 days
NA283,2018-11-22,NA,2025,8,3,"0,641986973414867","0,363578439954081",0,1833,"0,928230374165806",1,283,HD283A,HD,5,6,CA,10,A,2019-05-25,06/04/2019,,05/29/2018,5,1,06/06/2018,East Coast,13,14,January,2,4,H,"0,04623120522128",0,0283F,0,Southern California,Catholic,1,2,8,240,F,0,2,06/08/2018,2018-10-10,227,4,2,Middle->Middle,S,184 days
NA2830,2018-11-16,NA,2363,7,2,"0,532483667135108","0,157044718309014",0,2243,"0,892826150662076",1,2830,HC2830A,HC,9,9,CA,9,A,2019-04-11,04/20/2019,03/30/2018,08/15/2018,3,1,04/19/2018,East Coast,11,14,January,4,4,H,"0,01349481993303",1,B2830L,B,Northern California,PUBLIC,1,6,8,970,L,0,1,09/19/2018,2018-09-05,218,4,4,Middle->Middle,L,146 days
NA2832,2018-10-27,NA,1799,36,5,"0,858446915215766","0,250575847381202",0,1997,"0,939692955054494",3,2832,HD2832A,HD,8,8,NM,10,A,2019-06-01,06/11/2019,07/16/2018,07/14/2018,8,3,07/26/2018,East Coast,45,39,January,4,5,H,"0,078609664290826",1,C2832H,C,Other,PUBLIC,1,8,9,462,H,1,1,09/14/2018,2018-09-11,263,5,4,Middle->Middle,S-M,217 days
NA2833,2019-03-08,NA,1726,1,0,"0,193755348595454",0,0,1679,"1,04528954177677",0,2833,HD2833A,HD,,,TX,15,A,2019-06-06,06/21/2019,,,1,0,12/30/2018,East Coast,4,5,January,0,0,H,,0,028330,0,Houston,PUBLIC,0,0,0,0,0,0,0,,,,0,0,Undefined->Undefined,,90 days
NA2835,2018-10-16,NA,1029,74,17,"0,779616697715437","0,220397102585057",0,953,"0,877062286412992",9,2835,HD2835A,HD,7,7,FL,9,A,2019-06-10,06/19/2019,01/23/2018,01/08/2018,14,12,02/09/2018,East Coast,98,105,January,4,4,H,"0,087125293776482",1,C2835O,C,Other,PUBLIC,1,6,8,1251,O,1,2,05/21/2018,2018-08-16,298,4,4,Middle->Middle,L,237 days
NA2836,2018-11-05,NA,1949,6,5,"0,738758805508552",0,0,1731,"0,858863012425404",1,2836,HD2836A,HD,6,6,CA,19,A,2019-06-21,07/10/2019,,09/13/2018,4,1,09/21/2018,East Coast,7,10,January,2,3,H,"0,011734205994443",0,B2836Q,B,Southern California,PUBLIC,1,2,5,726,Q,1,1,09/27/2018,2018-09-25,269,3,2,Elementary->Elementary,M-L,228 days
NA2837,2018-10-24,NA,455,40,7,"0,675846785045703","0,105632719767354",0,429,"0,893559454436035",4,2837,HVP2837T,HVP,5,6,SC,19,T,2019-06-02,06/21/2019,,09/04/2018,10,4,09/07/2018,East Coast,65,56,January,4,4,H,"0,144274533425745",1,C2837N,C,Other,PUBLIC,1,7,8,412,N,0,1,10/12/2018,2018-10-19,226,4,4,Middle->Middle,S-M,221 days
NA2838,2018-11-15,NA,1996,8,1,"0,725181245578334","0,336626271155582",0,1771,"0,854004846334108",2,2838,SK2838A,SK,6,8,MA,15,A,2019-04-20,05/05/2019,02/28/2018,08/12/2018,2,2,02/13/2018,Science,12,16,January,4,4,S,"0,019306627755607",1,A2838P,A,Other,PUBLIC,1,6,8,690,P,1,2,06/07/2018,2018-09-25,207,4,4,Middle->Middle,M-L,156 days
NA2839,2018-11-15,NA,2500,9,3,"0,438431737513218","0,121630952927811",0,2205,"0,897114459099871",2,2839,SC2839A,SC,10,11,CA,34,A,2019-06-23,07/27/2019,03/20/2018,08/07/2018,4,2,02/15/2018,Costa Rica,20,22,January,4,4,S,"0,0165140039848",1,B2839M,B,Southern California,PUBLIC,1,6,8,1162,M,1,1,09/09/2018,2018-09-06,290,4,4,Middle->High,L,220 days
NA284,2018-12-08,NA,636,1,0,"0,079290457882318",0,0,643,"0,88269944646661",1,284,HG284T,HG,3,3,CA,9,T,2019-04-29,05/08/2019,,09/09/2018,0,1,04/30/2018,CA History,11,14,January,1,4,H,"0,033799501256917",1,0284M,0,Northern California,CHD,0,1,8,427,M,1,0,,,,4,1,Elementary->Elementary,S-M,142 days
NA2840,2018-10-28,NA,2083,21,0,"0,682403772203815","0,10269397362512",0,2049,"0,873266261366225",4,2840,HD2840A,HD,6,6,TX,17,A,2019-04-30,05/17/2019,02/13/2018,10/01/2018,1,4,02/15/2018,East Coast,34,38,January,1,4,H,"0,094650777440896",1,02840L,0,Houston,CHD,1,1,8,357,L,1,1,10/12/2018,2018-10-17,195,4,1,Middle->Middle,S-M,184 days
NA2841,2018-10-05,NA,811,81,10,"0,483194093741958","0,300235088684394",0,792,"0,883397587204373",17,2841,HD2841T,HD,8,8,MI,17,T,2019-04-12,04/29/2019,03/17/2018,08/10/2018,17,16,03/05/2018,East Coast,181,206,January,4,4,H,"0,268504049918354",1,A2841O,A,Other,PUBLIC,1,7,8,742,O,0,1,09/07/2018,2018-09-06,218,4,4,Middle->Middle,M-L,189 days
NA2842,2018-10-31,NA,794,17,2,"0,454255918618209","0,071375964779277",0,889,"0,870292435597969",6,2842,HO2842T,HO,9,9,KY,24,T,2019-04-07,05/01/2019,,08/13/2018,3,7,08/04/2018,East Coast,29,40,January,4,5,H,"0,059899608286706",0,A2842O,A,Other,PUBLIC,0,7,12,558,O,0,0,,,,5,4,High->High,S-M,158 days
NA2844,2018-10-05,NA,2119,34,6,"0,857213757551287","0,279960530443883",1,1927,"0,891402800468946",5,2844,HC2844A,HC,6,7,TX,24,A,2019-05-31,06/24/2019,02/25/2018,08/15/2018,8,5,02/12/2018,East Coast,45,42,January,4,4,H,"0,047047668269695",1,C2844K,C,Dallas,PUBLIC,1,6,8,785,K,0,1,09/12/2018,2018-09-02,271,4,4,Middle->Middle,L,238 days
NA2845,2018-05-29,NA,1913,14,0,"0,808310551671292","0,348030954427661",0,1832,"0,901198210604041",2,2845,HC2845A,HC,12,13,KS,20,A,2019-03-13,04/02/2019,02/11/2018,08/26/2018,0,2,02/16/2018,East Coast,15,18,January,4,5,H,"0,148653257843557",0,B2845F,B,Other,PUBLIC,1,7,12,122,F,1,1,09/26/2018,2018-10-09,155,5,4,High->High,S,288 days
NA2848,2018-09-19,NA,2068,20,14,"0,650161938242583","0,392630261026843",0,1998,"0,937330048423821",3,2848,HC2848A,HC,9,9,WA,15,A,2019-06-16,07/01/2019,04/02/2018,08/28/2018,16,3,03/18/2018,East Coast,33,34,January,4,4,H,"0,040245297754673",1,B2848L,B,Pacific Northwest,PUBLIC,1,7,8,771,L,0,2,04/13/2018,2018-09-28,261,4,4,Middle->Middle,M-L,270 days
NA2849,2018-11-20,NA,1932,2,0,"0,380413793135678","0,381140140875187",0,1926,"0,808572075797967",1,2849,SK2849A,SK,8,14,MO,12,A,2019-06-11,06/23/2019,,09/07/2018,0,1,08/08/2018,Science,4,6,January,4,4,S,"0,004800590926695",1,B2849N,B,Other,PUBLIC,1,6,8,1021,N,0,1,11/09/2018,2018-10-31,223,4,4,Middle->High,L,203 days
NA285,2018-10-30,NA,1569,5,0,"0,678776553404111",0,0,1576,"0,755688676846175",2,285,HD285A,HD,9,9,TX,7,A,2019-05-06,05/13/2019,09/12/2018,09/07/2018,2,2,08/25/2018,East Coast,7,8,January,4,4,H,"0,016341234379416",0,D285B,D,Houston,PUBLIC,1,6,8,462,B,0,1,09/23/2018,2018-10-05,213,4,4,Middle->Middle,S-M,188 days
NA2850,2018-10-08,NA,1163,34,9,"0,719612573169377","0,357102448530998",0,1199,"0,889869107277174",5,2850,HD2850A,HD,7,7,LA,18,A,2019-02-17,03/07/2019,03/13/2018,09/28/2018,9,4,04/06/2018,East Coast,49,49,January,3,4,H,"0,125920981840404",1,C2850E,C,Other,PUBLIC,1,5,7,342,E,0,2,04/18/2018,2018-09-15,155,4,3,Middle->Middle,S-M,132 days
NA2852,2018-10-12,NA,860,21,4,"0,387315987363393","0,415494569498919",0,806,"0,924894006343704",4,2852,HD2852T,HD,7,7,OH,16,T,2019-06-15,07/01/2019,,09/13/2018,6,5,09/02/2018,East Coast,43,50,January,4,4,H,"0,05373889056134",1,A2852P,A,Other,PUBLIC,0,6,8,986,P,1,0,,,,4,4,Middle->Middle,L,246 days
NA2853,2018-10-20,NA,1674,24,7,"0,63790541875671","0,12056592267641",0,1541,"0,912668898877482",3,2853,HD2853A,HD,7,7,TX,13,A,2019-03-10,03/23/2019,01/17/2018,08/06/2018,8,3,01/29/2018,East Coast,36,42,January,2,3,H,"0,047834416220848",1,B2853M,B,Dallas,PUBLIC,1,2,5,744,M,1,2,02/28/2018,2018-09-20,171,3,2,Elementary->Elementary,L,141 days
NA2855,2018-10-21,NA,2791,12,2,"0,620418909380013","0,29570750764486",0,2606,"0,901249197909253",2,2855,SG2855A,SG,13,14,NY,13,A,2019-02-17,03/02/2019,10/30/2017,09/24/2018,2,2,10/17/2017,Science,21,21,January,5,5,S,"0,012738240640131",1,A2855P,A,Other,PUBLIC,1,9,12,1807,P,0,2,09/14/2018,2018-09-28,142,5,5,High->High,L,119 days
NA2856,2018-10-17,NA,1698,9,0,"0,667871208345679","0,300010333097445",0,1757,"0,949476835849153",1,2856,HD2856A,HD,8,9,WA,18,A,2019-06-11,06/29/2019,,08/25/2018,0,1,03/19/2018,East Coast,14,13,January,4,4,H,"0,024211730681669",1,B2856B,B,Pacific Northwest,PUBLIC,1,6,8,466,B,1,1,08/30/2018,2018-09-02,282,4,4,Middle->Middle,S-M,237 days
NA2857,2018-09-26,NA,2355,4,2,"0,555144547513166","0,478284533675507",0,2405,"0,865903209898606",1,2857,HC2857A,HC,7,12,NM,18,A,2019-06-07,06/25/2019,03/05/2018,04/01/2018,3,1,02/25/2018,East Coast,6,8,January,1,5,H,"0,017349487615166",0,02857Z,0,Other,CHD,1,1,12,424,Z,0,1,09/02/2018,2018-09-05,275,5,1,Middle->High,S-M,254 days
NA2858,2018-10-06,NA,1268,1,0,"0,340722338062526","1,16203821693315",0,1230,"0,744455371026999",1,2858,HD2858A,HD,2,3,IL,6,A,2019-06-21,06/27/2019,03/23/2018,04/19/2018,0,1,03/26/2018,East Coast,3,4,January,2,4,H,"0,011235335777526",0,C2858M,C,Other,PUBLIC,0,2,8,248,M,1,0,,,,4,2,Elementary->Elementary,S,258 days
NA2859,2018-10-25,NA,1899,25,1,"0,759258190592515","0,29627349364057",0,2014,"0,912633263366207",2,2859,HD2859A,HD,10,10,CA,22,A,2019-04-26,05/18/2019,05/08/2018,08/09/2018,0,2,04/28/2018,East Coast,37,36,January,1,4,H,"0,105455975759018",1,02859P,0,Southern California,Catholic,1,1,8,348,P,0,1,09/09/2018,2018-09-15,223,4,1,Middle->Middle,S-M,183 days
NA286,2019-02-17,NA,1144,61,2,"0,818852011242051","0,255087327683664",0,1114,"0,923977347579056",7,286,HD286A,HD,7,7,IL,17,A,2019-06-04,06/21/2019,,12/11/2018,7,8,12/18/2018,East Coast,73,75,January,4,4,H,"0,130109711351639",1,B286I,B,Other,PUBLIC,0,7,8,550,I,0,0,,,,4,4,Middle->Middle,S-M,107 days
NA2860,2018-10-04,NA,1777,4,1,"0,689869906992948","0,375207470075928",0,1709,"0,884647891345523",1,2860,HD2860A,HD,8,9,OK,22,A,2019-06-01,06/23/2019,04/07/2018,04/11/2018,3,1,03/20/2018,East Coast,7,7,January,5,5,H,"0,034764165291906",0,B2860F,B,Other,PUBLIC,0,9,12,186,F,0,0,,,,5,5,Middle->Middle,S,240 days
NA2861,2018-10-04,NA,1718,31,9,"0,830538341147584","0,147300027630337",0,1703,"0,843561675440176",5,2861,HC2861A,HC,7,8,LA,11,A,2019-04-23,05/04/2019,,09/14/2018,10,5,08/23/2018,East Coast,38,47,January,4,4,H,"0,104265997564238",1,C2861J,C,Other,PUBLIC,1,6,8,379,J,1,1,09/07/2018,2018-09-13,222,4,4,Middle->Middle,S-M,201 days
NA2862,2018-11-03,NA,1303,18,3,"0,851232459185426","0,142947664613763",0,1133,"0,927378974100913",3,2862,HN2862T,HN,,,OH,12,T,2019-02-21,03/05/2019,,10/09/2018,2,3,09/24/2018,East Coast,27,28,January,5,5,H,"0,060162457867137",0,A2862M,A,Other,PUBLIC,0,9,12,336,M,1,0,,,,5,5,Undefined->Undefined,S-M,110 days
NA2863,2018-10-26,NA,1939,22,2,"0,544697061327943","0,062342098956218",0,2020,"0,926482990283474",2,2863,HD2863A,HD,10,10,CA,14,A,2019-04-29,05/13/2019,,09/23/2018,3,2,09/29/2018,East Coast,33,40,January,4,4,H,"0,053542800094653",0,B2863Q,B,Northern California,PUBLIC,1,7,8,657,Q,1,1,10/04/2018,2018-09-18,223,4,4,Middle->Middle,M-L,185 days
NA2867,2018-10-11,NA,2711,31,1,"0,80596448563653","0,200268610728871",0,2811,"0,928899959565836",4,2867,HC2867A,HC,7,8,CA,15,A,2019-02-15,03/02/2019,02/27/2018,08/04/2018,0,4,03/02/2018,East Coast,37,48,January,2,4,H,"0,074186939114001",1,02867P,0,Southern California,Private non-Christian,1,2,8,524,P,0,2,09/26/2018,2019-01-13,33,4,2,Middle->Middle,S-M,127 days
NA2868,2018-11-21,NA,1231,26,1,"0,656526359377907","0,167185435763521",0,1256,"0,890740163982168",4,2868,HD2868A,HD,7,7,WI,10,A,2019-06-14,06/24/2019,,08/25/2018,1,4,06/11/2018,East Coast,43,40,January,4,4,H,"0,072955890962506",1,B2868I,B,Other,PUBLIC,1,6,8,477,I,0,1,10/04/2018,2018-09-28,259,4,4,Middle->Middle,S-M,205 days
NA287,2018-10-02,NA,1158,47,4,"0,82639833933651","0,243040683856414",0,1033,"0,955059238150009",3,287,HD287A,HD,7,7,IN,14,A,2019-04-08,04/22/2019,04/12/2018,08/23/2018,8,3,04/19/2018,East Coast,58,52,January,4,4,H,"0,250472276141275",0,B287G,B,Other,PUBLIC,1,6,8,198,G,1,1,09/04/2018,2018-09-03,217,4,4,Middle->Middle,S,188 days
NA2870,2018-11-23,NA,1989,6,0,"0,454739204384686","0,417935663365429",0,1877,"0,883630566176247",1,2870,HC2870A,HC,12,12,NE,21,A,2019-06-03,06/24/2019,,09/25/2018,0,1,09/27/2018,East Coast,14,14,January,1,5,H,"0,026569397127034",1,B2870H,B,Other,PUBLIC,1,1,12,531,H,1,1,10/14/2018,2018-10-19,227,5,1,High->High,S-M,192 days
NA2871,2018-11-17,NA,1652,9,2,"0,850066986491569","0,385856068967736",0,1397,"0,875133662761925",1,2871,HD2871A,HD,6,7,TX,13,A,2019-06-10,06/23/2019,,09/16/2018,3,1,09/21/2018,East Coast,9,13,January,4,4,H,"0,015604185415739",1,B2871M,B,Dallas,PUBLIC,1,6,8,703,M,1,1,10/28/2018,2018-10-26,227,4,4,Middle->Middle,M-L,205 days
NA2874,2018-12-06,NA,641,18,2,"0,520352555143275","0,123111273948525",0,688,"0,888560143253525",4,2874,HD2874T,HD,12,14,MA,11,T,2019-03-31,04/11/2019,,11/10/2018,6,4,11/05/2018,East Coast,33,41,January,4,5,H,"0,018108326695558",0,B2874G,B,Other,PUBLIC,1,8,12,2088,G,1,1,11/21/2018,2018-11-11,140,5,4,High->High,L,115 days
NA2875,2018-11-24,NA,1135,9,1,"0,58137675827653","0,321296745991302",0,1203,"0,91226283648038",1,2875,HD2875A,HD,,,WI,9,A,2019-06-06,06/15/2019,,07/30/2018,4,1,07/29/2018,East Coast,13,15,January,4,4,H,"0,04216383688375",0,02875I,0,Other,Catholic,1,6,8,329,I,1,1,10/16/2018,2018-10-06,243,4,4,Undefined->Undefined,S-M,194 days
NA2876,2018-11-04,NA,2309,1,4,"0,202288122591683","0,193546212012335",0,2114,"0,82021927022994",1,2876,HO2876A,HO,6,7,CA,12,A,2019-04-12,04/24/2019,02/02/2018,09/21/2018,6,1,02/17/2018,East Coast,6,6,January,2,4,H,"0,009103194044043",0,B2876L,B,Southern California,PUBLIC,0,2,8,553,L,0,0,,,,4,2,Middle->Middle,S-M,159 days
NA2878,2018-10-15,NA,2037,4,0,"0,444495283076038","0,393153512716344",0,1961,"0,92382310483476",1,2878,HC2878A,HC,8,8,CA,11,A,2019-04-28,05/09/2019,,08/31/2018,0,1,09/14/2018,East Coast,7,9,January,1,4,H,"0,050079677176705",1,02878L,0,Southern California,Catholic,1,1,8,181,L,1,1,09/19/2018,2018-09-27,213,4,1,Middle->Middle,S,195 days
NA2880,2018-11-04,NA,726,49,7,"0,74219237115175","0,47119013009579",0,783,"0,944052307293293",4,2880,HD2880T,HD,6,6,MA,11,T,2019-05-18,05/29/2019,03/04/2018,02/01/2018,9,4,02/08/2018,East Coast,78,76,January,4,5,H,"0,127347006530517",1,B2880O,B,Other,PUBLIC,1,6,10,559,O,0,1,09/28/2018,2018-09-21,239,5,4,Middle->Middle,M-L,195 days
NA2881,2018-10-16,NA,1493,37,3,"0,659377201863734","0,327009438183222",0,1617,"0,987668441916107",3,2881,HD2881A,HD,7,7,NE,10,A,2019-03-15,03/25/2019,02/02/2018,08/08/2018,3,3,02/20/2018,East Coast,57,60,January,4,4,H,"0,059835796702825",1,B2881L,B,Other,PUBLIC,1,6,8,857,L,0,1,09/25/2018,2018-09-29,167,4,4,Middle->Middle,L,150 days
NA2882,2018-10-15,NA,1383,8,2,"0,507879017038019","0,376278285410133",0,1543,"0,896008038327465",2,2882,CD2882A,CD,8,8,IA,16,A,2019-06-13,06/29/2019,03/01/2018,09/04/2018,3,2,02/17/2018,East Coast,16,17,January,2,4,C,"0,022663036688502",1,02882M,0,Other,Catholic,1,2,8,683,M,1,2,05/03/2018,2018-09-28,258,4,2,Middle->Middle,M-L,241 days
NA2883,2018-11-26,NA,1356,10,2,"0,700328564493436","0,138128495699074",0,1553,"0,881642466515334",2,2883,ST2883A,ST,9,9,TX,12,A,2019-05-31,06/12/2019,,10/20/2018,5,2,10/27/2018,Science,14,16,January,4,4,S,"0,01250420504684",1,B2883N,B,Dallas,PUBLIC,1,7,8,1097,N,1,1,11/22/2018,2018-11-19,193,4,4,Middle->Middle,L,186 days
NA2888,2018-10-14,NA,1176,32,1,"0,710706414759977","0,153261842326619",0,1160,"0,919331095247629",4,2888,HD2888A,HD,9,9,MN,11,A,2019-03-26,04/06/2019,05/10/2018,08/05/2018,1,5,02/07/2018,East Coast,45,51,January,3,5,H,"0,071771063672724",1,B2888J,B,Other,PUBLIC,1,5,12,558,J,1,1,09/17/2018,2018-09-09,198,5,3,Middle->Middle,M-L,163 days
NA2889,2018-10-02,NA,1911,8,2,"0,594491620775777",0,0,1666,"0,882126051343797",2,2889,HD2889A,HD,10,13,CO,16,A,2019-06-01,06/17/2019,02/15/2018,09/20/2018,2,2,03/14/2018,East Coast,14,15,January,1,5,H,"0,09664785376618",0,B2889J,B,Other,PUBLIC,0,1,12,143,J,1,0,,,,5,1,High->High,S,242 days
NA289,2018-11-07,NA,1483,6,0,"0,680034564810178",0,0,1437,"0,844852141777236",2,289,HD289A,HD,9,,IL,18,A,2019-04-12,04/30/2019,05/10/2018,08/09/2018,0,2,05/19/2018,East Coast,10,11,January,2,4,H,,0,B289P,B,Other,CHD,0,2,8,0,P,0,0,,,,4,2,Middle->Undefined,,156 days
